name,url,report_name,file_name,file_url
MAR-10295134-1.v1  – North Korean Remote Access Trojan: BLINDINGCAN,https://www.cisa.gov/news-events/analysis-reports/ar20-232a,MAR-10295134-1.v1.stix,MAR-10257062-1.v2.WHITE.stix.xml,https://us-cert.cisa.gov/sites/default/files/publications/MAR-10295134-1.v1.WHITE_stix.xml
MAR-10292089-1.v2 – Chinese Remote Access Trojan: TAIDOOR,https://www.cisa.gov/news-events/analysis-reports/ar20-216a,MAR-10292089-1.v2.stix,MAR-10295134-1.v1.WHITE_stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10292089-1.v2.stix.xml
MAR-10296782-1.v1 – SOREFANG,https://www.cisa.gov/news-events/analysis-reports/ar20-198a,MAR-10296782-1.v1.stix,MAR-10292089-1.v2.stix.xml,https://us-cert.cisa.gov/sites/default/files/publications/MAR-10296782-1.v1.stix.xml
MAR-10296782-2.v1 –  WELLMESS,https://www.cisa.gov/news-events/analysis-reports/ar20-198b,MAR-10296782-2.v1.stix,MAR-10296782-1.v1.stix.xml,https://us-cert.cisa.gov/sites/default/files/publications/MAR-10296782-2.v1.stix.xml
MAR-10296782-3.v1 – WELLMAIL,https://www.cisa.gov/news-events/analysis-reports/ar20-198c,MAR-10296782-3.v1.stix,MAR-10296782-2.v1.stix.xml,https://us-cert.cisa.gov/sites/default/files/publications/MAR-10296782-3.v1.stix.xml
MAR-10288834-1.v1 – North Korean Remote Access Tool: COPPERHEDGE,https://www.cisa.gov/news-events/analysis-reports/ar20-133a,MAR-10288834-1.v1.stix,MAR-10296782-3.v1.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10288834-1.v1.stix.xml
MAR-10288834-2.v1 – North Korean Trojan: TAINTEDSCRIBE,https://www.cisa.gov/news-events/analysis-reports/ar20-133b,MAR-10288834-2.v1.stix,MAR-10288834-1.v1.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10288834-2.v1.stix.xml
MAR-10288834-3.v1 – North Korean Trojan: PEBBLEDASH,https://www.cisa.gov/news-events/analysis-reports/ar20-133c,MAR-10288834-3.v1.stix,MAR-10288834-2.v1.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10288834-3.v1.stix.xml
MIFR-10121050-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133p,MIFR-10121050-1.v2.stix,MAR-10288834-3.v1.stix.xml,https://www.cisa.gov/sites/default/files/publications/MIFR-10121050-1.v2.stix.xml
MIFR-10079683-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133o,MIFR-10079683-1.v2.stix,MIFR-10121050-1.v2.stix.xml,https://www.cisa.gov/sites/default/files/publications/MIFR-10079683-1.v2.stix.xml
MIFR-10079682-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133n,MIFR-10079682-1.v2.stix,MIFR-10079683-1.v2.stix.xml,https://www.cisa.gov/sites/default/files/publications/MIFR-10079682-1.v2.stix.xml
MIFR-10077745-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133m,MIFR-10077745-1.v2.stix,MIFR-10079682-1.v2.stix.xml,https://www.cisa.gov/sites/default/files/publications/MIFR-10077745-1.v2.stix.xml
MIFR-10056799-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133l,MIFR-10056799-1.v2.stix,MIFR-10077745-1.v2.stix.xml,https://www.cisa.gov/sites/default/files/publications/MIFR-10056799-1.v2.stix.xml
MAR-10160323-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133d,MAR-10160323-1.v2.stix,MIFR-10056799-1.v2.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10160323-1.v2.stix.xml
MIFR-10050855-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133k,MIFR-10050855-1.v2.stix,MAR-10160323-1.v2.stix.xml,https://www.cisa.gov/sites/default/files/publications/MIFR-10050855-1.v2.stix.xml
MIFR-10027371-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133j,MIFR-10027371-1.v2.stix,MIFR-10050855-1.v2.stix.xml,https://www.cisa.gov/sites/default/files/publications/MIFR-10027371-1.v2.stix.xml
MIFR-00435108-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133i,MIFR-00435108-1.v2.stix,MIFR-10027371-1.v2.stix.xml,https://www.cisa.gov/sites/default/files/publications/MIFR-00435108-1.v2.stix.xml
MAR-10285677-3.v1,https://www.cisa.gov/news-events/analysis-reports/ar20-133h,MAR-10285677-3.v1.stix,MIFR-00435108-1.v2.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10285677-3.v1.stix.xml
MAR-10285677-2.v1,https://www.cisa.gov/news-events/analysis-reports/ar20-133g,MAR-10285677-2.v1.stix,MAR-10285677-3.v1.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10285677-2.v1.stix.xml
MAR-10211350-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133e,MAR-10211350-1.v2.stix,MAR-10285677-2.v1.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10211350-1.v2.stix.xml
MAR-10265965-1.v1 – North Korean Trojan: BISTROMATH,https://www.cisa.gov/news-events/analysis-reports/ar20-045a,MAR-101265965-1.v1.stix,MAR-10211350-1.v2.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10265965-1.v1.stix.xml
MAR-10271944-1.v1 – North Korean Trojan: HOTCROISSANT,https://www.cisa.gov/news-events/analysis-reports/ar20-045d,MAR-10271944-1.v1.stix,MAR-10265965-1.v1.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10271944-1.v1.stix.xml
MAR-10265965-3.v1 – North Korean Trojan: CROWDEDFLOUNDER,https://www.cisa.gov/news-events/analysis-reports/ar20-045c,MAR-10265965-3.v1.stix,MAR-10271944-1.v1.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10265965-3.v1.stix.xml
MAR-10271944-3.v1 – North Korean Trojan: BUFFETLINE,https://www.cisa.gov/news-events/analysis-reports/ar20-045f,MAR-10271944-3.v1.stix,MAR-10265965-3.v1.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10271944-3.v1.stix.xml
MAR-10271944-2.v1 – North Korean Trojan: ARTFULPIE,https://www.cisa.gov/news-events/analysis-reports/ar20-045e,MAR-10271944-2.v1.stix,MAR-10271944-3.v1.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10271944-2.v1.stix.xml
MAR-10265965-2.v1 – North Korean Trojan: SLICKSHOES,https://www.cisa.gov/news-events/analysis-reports/ar20-045b,MAR-10265965-2.v1.stix,MAR-10271944-2.v1.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10265965-2.v1.stix.xml
MAR-10135536-8.v4 – North Korean Trojan: HOPLIGHT,https://www.cisa.gov/news-events/analysis-reports/ar20-045g,MAR-10135536-8.v4.stix,MAR-10265965-2.v1.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-8.v4.stix.xml
MAR-10135536-8 – North Korean Trojan: HOPLIGHT,https://www.cisa.gov/news-events/analysis-reports/ar19-304a,MAR-10135536-8.v2.stix,MAR-10135536-8.v4.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-8.v2.stix.xml
MAR-10135536-10 – North Korean Trojan: BADCALL,https://www.cisa.gov/news-events/analysis-reports/ar19-252a,MAR-10135536-10.stix,MAR-10135536-8.v2.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-10.v2.stix.xml
MAR-10135536-21 – North Korean Proxy Malware: ELECTRICFISH,https://www.cisa.gov/news-events/analysis-reports/ar19-252b,MAR-10135536-21.stix,MAR-10135536-10.v2.stix.xml,https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-21.v3.stix.xml
MAR-10135536-21 – North Korean Tunneling Tool: ELECTRICFISH,https://www.cisa.gov/news-events/analysis-reports/ar19-129a,MAR-10135536-21.stix,MAR-10135536-21.v3.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10135536-21.stix.xml
MAR-10135536-8 – North Korean Trojan: HOPLIGHT,https://www.cisa.gov/news-events/analysis-reports/ar19-100a,MAR-10135536-8.stix,MAR-10135536-21.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10135536-8.stix.xml
MAR-10219351.r1.v2 – SamSam1,https://www.cisa.gov/news-events/analysis-reports/ar18-337a,MAR-10219351.r1.v2.stix,MAR-10135536-8.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10219351.r1.v2.stix.xml
MAR-10166283.r1.v1 – SamSam2,https://www.cisa.gov/news-events/analysis-reports/ar18-337b,MAR-10166283.r1.v1.stix,MAR-10219351.r1.v2.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10166283.r1.v1.stix.xml
MAR-10158513.r1.v1 – SamSam3,https://www.cisa.gov/news-events/analysis-reports/ar18-337c,MAR-10158513.r1.v1.stix,MAR-10166283.r1.v1.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10158513.r1.v1.stix.xml
MAR-10164494.r1.v1 – SamSam4,https://www.cisa.gov/news-events/analysis-reports/ar18-337d,MAR-10164494.r1.v1.stix,MAR-10158513.r1.v1.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10164494.r1.v1.stix.xml
MAR-10201537 – HIDDEN COBRA FASTCash-Related Malware,https://www.cisa.gov/news-events/analysis-reports/ar18-275a,MAR-10201537,MAR-10164494.r1.v1.stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10201537_stix.xml
MAR-10135536-17 – North Korean Trojan: KEYMARBLE,https://www.cisa.gov/news-events/analysis-reports/ar18-221a,MAR-10135536-17.stix,MAR-10201537_stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10135536.r17.v1.WHITE_stix.xml
MAR-10135536-12 – North Korean Trojan: TYPEFRAME,https://www.cisa.gov/news-events/analysis-reports/ar18-165a,MAR-10135536-12.stix,MAR-10135536.r17.v1.WHITE_stix.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10135536-12_WHITE_stix.xml.xml
MAR-10135536-3 - HIDDEN COBRA RAT/Worm,https://www.cisa.gov/news-events/analysis-reports/ar18-149a,MAR-10135536-3.stix,MAR-10135536-12_WHITE_stix.xml.xml,https://www.cisa.gov/sites/default/files/publications/MAR-10135536_3.xml
