Title,File Name,Blog Title,Blog URL
HERMETICWIPER MALWARE,hermeticwiper.json,Incident Response Plan Development and Review,https://www.paloaltonetworks.com/unit42/transform/incident-response-plan-development-review
HERMETICWIPER MALWARE,hermeticwiper.json,Respond to a Breach in Record Time - Palo Alto Networks,https://www.paloaltonetworks.in/unit42/respond
NASCENT URSA,nascentursa.json,,
THIEF LIBRA,thieflibra.json,P2PInfect: The Rusty Peer-to-Peer Self-Replicating Worm - Unit 42,https://unit42.paloaltonetworks.com/peer-to-peer-worm-p2pinfect/
MONEY LIBRA,moneylibra.json,P2PInfect: The Rusty Peer-to-Peer Self-Replicating Worm - Unit 42,https://unit42.paloaltonetworks.com/peer-to-peer-worm-p2pinfect/
MONEY LIBRA,moneylibra.json,ALPHV Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/alphv/
RETURNED LIBRA,returnedlibra.json,P2PInfect: The Rusty Peer-to-Peer Self-Replicating Worm - Unit 42,https://unit42.paloaltonetworks.com/peer-to-peer-worm-p2pinfect/
SOLARMARKER MALWARE,solarmarker.json,New SolarMarker (Jupyter) Campaign Demonstrates the Malware's ...,https://unit42.paloaltonetworks.com/solarmarker-malware/
SOLARMARKER MALWARE,solarmarker.json,backdoor Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/backdoor/
SOLARMARKER MALWARE,solarmarker.json,C2 Archives - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/tag/c2/
SOLARMARKER MALWARE,solarmarker.json,Yellow Cockatoo Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/yellow-cockatoo/
SOLARMARKER MALWARE,solarmarker.json,Infostealer Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/infostealer/
F5-BIG-IP CVE-2022-1388,f5-big-ip-cve-2022-1388.json,Threat Brief: CVE-2022-1388 - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/cve-2022-1388/
F5-BIG-IP CVE-2022-1388,f5-big-ip-cve-2022-1388.json,2022 Unit 42 Incident Response Report: How Attackers Exploit Zero ...,https://unit42.paloaltonetworks.com/incident-response-report/
F5-BIG-IP CVE-2022-1388,f5-big-ip-cve-2022-1388.json,[PDF] INCIDENT RESPONSE REPORT 2022 - StarLink,https://assets.starlinkme.net/gitex-vendor-assets/palo-alto-networks/2022-unit42-incident-response-report-final.pdf
EMOTET MALWARE,emotet.json,Emotet Summary: November 2021 Through January 2022 - Unit 42,https://unit42.paloaltonetworks.com/emotet-malware-summary-epoch-4-5/
EMOTET MALWARE,emotet.json,Emotet Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/emotet/
EMOTET MALWARE,emotet.json,New Emotet Infection Method - Unit 42,https://unit42.paloaltonetworks.com/new-emotet-infection-method/
EMOTET MALWARE,emotet.json,Wireshark Tutorial: Examining Emotet Infection Traffic - Unit 42,https://unit42.paloaltonetworks.com/wireshark-tutorial-emotet-infection/
EMOTET MALWARE,emotet.json,Emotet Command and Control Case Study - Unit 42,https://unit42.paloaltonetworks.com/emotet-command-and-control/
EMOTET MALWARE,emotet.json,pan-unit42/wireshark-tutorial-Emotet-traffic - GitHub,https://github.com/pan-unit42/wireshark-tutorial-Emotet-traffic
EMOTET MALWARE,emotet.json,APAC's Compromised Domains Fuel Emotet Campaign - Unit 42,https://unit42.paloaltonetworks.com/apacs-compromised-domains-fuel-emotet-campaign/
EMOTET MALWARE,emotet.json,Attack Chain Overview: Emotet in December 2020 and January 2021,https://unit42.paloaltonetworks.com/attack-chain-overview-emotet-in-december-2020-and-january-2021/
VMWARE VULNERABILITIES,vmware-vulnerabilities.json,Threat Brief: VMware Vulnerabilities Exploited in the Wild (CVE ...,https://unit42.paloaltonetworks.com/cve-2022-22954-vmware-vulnerabilities/
VMWARE VULNERABILITIES,vmware-vulnerabilities.json,Network Security Trends: Recent Exploits and More - Unit 42,https://unit42.paloaltonetworks.com/recent-exploits-network-security-trends/
VMWARE VULNERABILITIES,vmware-vulnerabilities.json,2022 Incident Response Interactive - Palo Alto Networks,https://www.paloaltonetworks.co.uk/unit42/2022-incident-response-report
VMWARE VULNERABILITIES,vmware-vulnerabilities.json,Threat Brief Archives - Unit 42,https://unit42.paloaltonetworks.com/category/threat-briefs-assessments/threat-brief/
VMWARE VULNERABILITIES,vmware-vulnerabilities.json,Network Security Trends: May-July 2021 - Unit 42,https://unit42.paloaltonetworks.com/network-security-trends/
VMWARE VULNERABILITIES,vmware-vulnerabilities.json,Unit 42 Threat Intel Bulletin - August - LinkedIn,https://www.linkedin.com/pulse/unit-42-threat-intel-bulletin-august-unit42-1c
VMWARE VULNERABILITIES,vmware-vulnerabilities.json,Network Security Trends: November 2022-January 2023 - Unit 42,https://unit42.paloaltonetworks.com/network-security-trends-nov-jan/
POPPING-EAGLE MALWARE,popping-eagle.json,Popping Eagle: How Global Analytics Uncovered a Stealthy Threat ...,https://unit42.paloaltonetworks.com/popping-eagle-malware/
POPPING-EAGLE MALWARE,popping-eagle.json,backdoor Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/backdoor/
ATLASSIAN-CONFLUENCE-CVE-2022-26134,atlassian-confluence-CVE-2022-26134.json,CVE-2022-26134 Threat Brief: Atlassian Confluence RCE ... - Unit 42,https://unit42.paloaltonetworks.com/cve-2022-26134-atlassian-code-execution-vulnerability/
ATLASSIAN-CONFLUENCE-CVE-2022-26134,atlassian-confluence-CVE-2022-26134.json,Threat Brief Archives - Unit 42,https://unit42.paloaltonetworks.com/category/threat-briefs-assessments/threat-brief/
ATLASSIAN-CONFLUENCE-CVE-2022-26134,atlassian-confluence-CVE-2022-26134.json,Zero-Day Exploit Detection Using Machine Learning - Unit 42,https://unit42.paloaltonetworks.com/injection-detection-machine-learning/
ATLASSIAN-CONFLUENCE-CVE-2022-26134,atlassian-confluence-CVE-2022-26134.json,"Josh Grunzweig, Author at Unit 42 - Palo Alto Networks",https://unit42.paloaltonetworks.com/author/joshgruznweig/
BRUTE-RATEL TOOL,brute-ratel.json,Brute Ratel C4 Red Teaming Tool Being Abused by Malicious Actors,https://unit42.paloaltonetworks.com/brute-ratel-c4-tool/
BRUTE-RATEL TOOL,brute-ratel.json,Unit 42 Threat Intel Bulletin - March - LinkedIn,https://www.linkedin.com/pulse/unit-42-threat-intel-bulletin-march-unit42
BRUTE-RATEL TOOL,brute-ratel.json,Chinese PlugX Malware Hidden in Your USB Devices? - Unit 42,https://unit42.paloaltonetworks.com/plugx-variants-in-usbs/
CHROMELOADER,chromeloader.json,ChromeLoader: New Stubborn Malware Campaign - Unit 42,https://unit42.paloaltonetworks.com/chromeloader-malware/
CHROMELOADER,chromeloader.json,browser hijacker Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/browser-hijacker/
CHROMELOADER,chromeloader.json,Infostealer Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/infostealer/
API-HAMMERING-TECHNIQUE,api-hammering-technique.json,Dive Deep Into the Implementations of API Hammering by Various ...,https://unit42.paloaltonetworks.com/api-hammering-malware-families/
API-HAMMERING-TECHNIQUE,api-hammering-technique.json,Machine Learning Versus Memory Resident Evil - Unit 42,https://unit42.paloaltonetworks.com/malware-detection-accuracy/
API-HAMMERING-TECHNIQUE,api-hammering-technique.json,DNS Tunneling: how DNS can be (ab)used by malicious actors,https://unit42.paloaltonetworks.com/dns-tunneling-how-dns-can-be-abused-by-malicious-actors/
WEB-SHELLS-IN-DIGIUM-PHONES,web-shells-in-digium-phones.json,Digium Phones Under Attack: Insight Into the Web Shell Implant,https://unit42.paloaltonetworks.com/digium-phones-web-shell/
THIRSTY GEMINI,thirstygemini.json,,
CLOAKED URSA,cloaked-ursa.json,Cloaked Ursa (APT29) Hackers Use Trusted Online Storage Services,https://unit42.paloaltonetworks.com/cloaked-ursa-online-storage-services-campaigns/
CLOAKED URSA,cloaked-ursa.json,Diplomats Beware: Cloaked Ursa Phishing With a Twist - Unit 42,https://unit42.paloaltonetworks.com/cloaked-ursa-phishing/
CLOAKED URSA,cloaked-ursa.json,Unit 42 Threat Intel Bulletin - August - LinkedIn,https://www.linkedin.com/pulse/unit-42-threat-intel-bulletin-august-unit42-1c
CLOAKED URSA,cloaked-ursa.json,Ukraine Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/ukraine/
CLOAKED URSA,cloaked-ursa.json,Russia Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/russia/
CLOAKED URSA,cloaked-ursa.json,Phishing Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/phishing/
CLOAKED URSA,cloaked-ursa.json,Midnight Blizzard Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/midnight-blizzard/
PROJECTOR LIBRA,projector-libra.json,Email Lures and File Sharing Services Lead to Malware - Unit 42,https://unit42.paloaltonetworks.com/bumblebee-malware-projector-libra/
PROJECTOR LIBRA,projector-libra.json,不安全 - unSafe.sh,https://unsafe.sh/?page=8&domain=unit42.paloaltonetworks.com
TROPICAL SCORPIUS,tropicalscorpius.json,Novel News on Cuba Ransomware: Greetings From Tropical Scorpius,https://unit42.paloaltonetworks.com/cuba-ransomware-tropical-scorpius/
BLACK BASTA RANSOMWARE,blackbasta-ransomware.json,Threat Assessment: Black Basta Ransomware - Unit 42,https://unit42.paloaltonetworks.com/threat-assessment-black-basta-ransomware/
BLACK BASTA RANSOMWARE,blackbasta-ransomware.json,2023 Unit 42 Ransomware and Extortion Report - Palo Alto Networks,https://start.paloaltonetworks.com/2023-unit42-ransomware-extortion-report
BLACK BASTA RANSOMWARE,blackbasta-ransomware.json,threat assessment Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/threat-assessment/
BLACK BASTA RANSOMWARE,blackbasta-ransomware.json,Resilient Cybersecurity Tactics for CISOs - Palo Alto Networks,https://www.paloaltonetworks.com.au/resources/ebooks/unit42-ciso-cybersecurity-tactics-advisory
BLACK BASTA RANSOMWARE,blackbasta-ransomware.json,Unit 42 Threat Intel Bulletin - March - LinkedIn,https://www.linkedin.com/pulse/unit-42-threat-intel-bulletin-march-unit42
ICEDID MALWARE,icedid.json,IcedID Archives - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/tag/icedid/
ICEDID MALWARE,icedid.json,Cold as Ice: Unit 42 Wireshark Quiz for IcedID - Palo Alto Networks,https://unit42.paloaltonetworks.com/wireshark-quiz-icedid/
ICEDID MALWARE,icedid.json,Than Meets the Eye: Exposing a Polyglot File That Delivers IcedID,https://unit42.paloaltonetworks.com/polyglot-file-icedid-payload/
ICEDID MALWARE,icedid.json,Cold as Ice: Answers to Unit 42 Wireshark Quiz for IcedID,https://unit42.paloaltonetworks.com/wireshark-quiz-icedid-answers/
ICEDID MALWARE,icedid.json,TA551: Email Attack Campaign Switches from Valak to IcedID - Unit 42,https://unit42.paloaltonetworks.com/ta551-shathak-icedid/
ICEDID MALWARE,icedid.json,Unit 42 Threat Intel Bulletin - July - LinkedIn,https://www.linkedin.com/pulse/unit-42-threat-intel-bulletin-july-unit42
ICEDID MALWARE,icedid.json,Teasing the Secrets From Threat Actors: Malware Configuration ...,https://unit42.paloaltonetworks.com/teasing-secrets-malware-configuration-parsing/
ICEDID MALWARE,icedid.json,pan-unit42/tweets - GitHub,https://github.com/pan-unit42/tweets
RANSOM-CARTEL RANSOMWARE,ransom-cartel.json,Ransom Cartel Ransomware: A Possible Connection With REvil,https://unit42.paloaltonetworks.com/ransom-cartel-ransomware/
BLUESKY RANSOMWARE,bluesky-ransomware.json,BlueSky Ransomware: Fast Encryption via Multithreading - Unit 42,https://unit42.paloaltonetworks.com/bluesky-ransomware/
BLUESKY RANSOMWARE,bluesky-ransomware.json,URL filtering Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/url-filtering/
BLUESKY RANSOMWARE,bluesky-ransomware.json,RedLine infostealer Archives - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/tag/redline-infostealer/
BLUESKY RANSOMWARE,bluesky-ransomware.json,Tor 101: How Tor Works and its Risks to the Enterprise - Unit 42,https://unit42.paloaltonetworks.com/tor-traffic-enterprise-networks/
VICE-SOCIETY RANSOMWARE,vicesociety.json,Vice Society: Profiling a Persistent Threat to the Education Sector,https://unit42.paloaltonetworks.com/vice-society-targets-education-sector/
VICE-SOCIETY RANSOMWARE,vicesociety.json,"Vice Society: A Tale of Victim Data Exfiltration via PowerShell, aka ...",https://unit42.paloaltonetworks.com/vice-society-ransomware-powershell/
VICE-SOCIETY RANSOMWARE,vicesociety.json,Unit 42 Threat Intel Bulletin - June - LinkedIn,https://www.linkedin.com/pulse/unit-42-threat-intel-bulletin-june-unit42
OWASSRF-VULNERABILITY EXPLOITATION,owassrf-vulnerability-exploitation.json,Threat Brief: OWASSRF Vulnerability Exploitation - Unit 42,https://unit42.paloaltonetworks.com/threat-brief-owassrf/
OWASSRF-VULNERABILITY EXPLOITATION,owassrf-vulnerability-exploitation.json,OWASSRF Archives - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/tag/owassrf/
OWASSRF-VULNERABILITY EXPLOITATION,owassrf-vulnerability-exploitation.json,incident response Archives - Palo Alto Networks Unit 42,https://unit42.paloaltonetworks.com/tag/incident-response/
OWASSRF-VULNERABILITY EXPLOITATION,owassrf-vulnerability-exploitation.json,CVE-2022-41082 Archives - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/tag/cve-2022-41082/
PLAYFUL TAURUS,playful-taurus.json,Chinese Playful Taurus Activity in Iran - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/playful-taurus/
PLAYFUL TAURUS,playful-taurus.json,APT Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/apt/
PLAYFUL TAURUS,playful-taurus.json,backdoor Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/backdoor/
PLAYFUL TAURUS,playful-taurus.json,Unit 42 Threat Intel Bulletin - March - LinkedIn,https://www.linkedin.com/pulse/unit-42-threat-intel-bulletin-march-unit42
PLAYFUL TAURUS,playful-taurus.json,Stately Taurus Targets the Philippines As Tensions Flare in ... - Unit 42,https://unit42.paloaltonetworks.com/stately-taurus-targets-philippines-government-cyberespionage/
PLAYFUL TAURUS,playful-taurus.json,Precious Gemstones: The New Generation of Kerberos Attacks,https://unit42.paloaltonetworks.com/next-gen-kerberos-attacks/
PLUGX MALWARE,plugx-malware.json,Chinese PlugX Malware Hidden in Your USB Devices? - Unit 42,https://unit42.paloaltonetworks.com/plugx-variants-in-usbs/
PLUGX MALWARE,plugx-malware.json,THOR: Previously Unseen PlugX Variant Deployed During Microsoft ...,https://unit42.paloaltonetworks.com/thor-plugx-variant/
PLUGX MALWARE,plugx-malware.json,Paranoid PlugX - Unit 42,https://unit42.paloaltonetworks.com/unit42-paranoid-plugx/
PLUGX MALWARE,plugx-malware.json,PlugX Uses Legitimate Samsung Application for DLL Side-Loading,https://unit42.paloaltonetworks.com/plugx-uses-legitimate-samsung-application-for-dll-side-loading/
PLUGX MALWARE,plugx-malware.json,Unit 42 Threat Intel Bulletin - March - LinkedIn,https://www.linkedin.com/pulse/unit-42-threat-intel-bulletin-march-unit42
PLUGX MALWARE,plugx-malware.json,PKPLUG: Chinese Cyber Espionage Group Attacking Southeast Asia,https://unit42.paloaltonetworks.com/pkplug_chinese_cyber_espionage_group_attacking_asia/
PLUGX MALWARE,plugx-malware.json,GootLoader Archives - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/tag/gootloader/
LOKIBOT,lokibot.json,Spike in LokiBot Activity During Final Week of 2022 - Unit 42,https://unit42.paloaltonetworks.com/lokibot-spike-analysis/
LOKIBOT,lokibot.json,Machine Learning Archives - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/tag/machine-learning/
LOKIBOT,lokibot.json,Business Email Compromise Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/business-email-compromise/
LOKIBOT,lokibot.json,Don't Panic: COVID-19 Cyber Threats - Unit 42,https://unit42.paloaltonetworks.com/covid19-cyber-threats/
LOKIBOT,lokibot.json,COVID-19 Themed Malware Within Cloud Environments - Unit 42,https://unit42.paloaltonetworks.com/covid-19-themed-malware-within-cloud-environments/
LOKIBOT,lokibot.json,"Durgesh Sangvikar, Author at Unit 42",https://unit42.paloaltonetworks.com/author/durgesh-sangvikar/
LOKIBOT,lokibot.json,"Chris Navarrete, Author at Unit 42 - Palo Alto Networks",https://unit42.paloaltonetworks.com/author/chris-navarrete/
GOBRUTEFORCER,gobruteforcer.json,GoBruteforcer: Golang-Based Botnet Actively Harvests Web Servers,https://unit42.paloaltonetworks.com/gobruteforcer-golang-botnet/
GOBRUTEFORCER,gobruteforcer.json,botnet Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/botnet/
GOBRUTEFORCER,gobruteforcer.json,web server Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/web-server/
GOBRUTEFORCER,gobruteforcer.json,"Siddharth Sharma, Author at Unit 42 - Palo Alto Networks",https://unit42.paloaltonetworks.com/author/siddharth-sharma/
GOBRUTEFORCER,gobruteforcer.json,pan-unit42/playbook_viewer - GitHub,https://github.com/pan-unit42/playbook_viewer
GOBRUTEFORCER,gobruteforcer.json,"Siddharth Sharma, Author at Unit 42 - Palo Alto Networks",https://unit42.paloaltonetworks.jp/author/siddharth-sharma/
TRIGONA-RANSOMWARE,trigona-ransomware.json,"Bee-Ware of Trigona, An Emerging Ransomware Strain - Unit 42",https://unit42.paloaltonetworks.com/trigona-ransomware-update/
TRIGONA-RANSOMWARE,trigona-ransomware.json,Trigona Archives - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/tag/trigona/
TRIGONA-RANSOMWARE,trigona-ransomware.json,threat assessment Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/threat-assessment/
TRIGONA-RANSOMWARE,trigona-ransomware.json,ALPHV Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/alphv/
JAVASCRIPT-INJECTION,javascript-injection.json,Malicious JavaScript Injection Campaign Infects 51k Websites,https://unit42.paloaltonetworks.com/malicious-javascript-injection/
JAVASCRIPT-INJECTION,javascript-injection.json,Web Threat Trends: Malicious JavaScript Downloader and Others,https://unit42.paloaltonetworks.com/web-threats-malicious-javascript-downloader/
JAVASCRIPT-INJECTION,javascript-injection.json,Detect JavaScript-Based Phishing With Deep Learning - Unit 42,https://unit42.paloaltonetworks.com/javascript-based-phishing/
JAVASCRIPT-INJECTION,javascript-injection.json,deep learning Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/deep-learning/
JAVASCRIPT-INJECTION,javascript-injection.json,Benign Append Attacks: How IUPG Deep Learning Can Overcome ...,https://unit42.paloaltonetworks.com/benign-append-attacks-iupg/
CRYPTOCLIPPY,cryptoclippy.json,CryptoClippy Speaks Portuguese - Unit 42,https://unit42.paloaltonetworks.com/crypto-clipper-targets-portuguese-speakers/
MUDDLED LIBRA,muddled-libra.json,Threat Group Assessment: Muddled Libra (Updated) - Unit 42,https://unit42.paloaltonetworks.com/muddled-libra/
MUDDLED LIBRA,muddled-libra.json,Phishing Archives - Unit 42,https://unit42.paloaltonetworks.com/tag/phishing/
MUDDLED LIBRA,muddled-libra.json,Resilient Cybersecurity Tactics for CISOs - Palo Alto Networks,https://www.paloaltonetworks.com.au/resources/ebooks/unit42-ciso-cybersecurity-tactics-advisory
MUDDLED LIBRA,muddled-libra.json,Scattered Spider Archives - Unit 42 - Palo Alto Networks,https://unit42.paloaltonetworks.com/tag/scattered-spider/
MUDDLED LIBRA,muddled-libra.json,Unit 42 Threat Intel Bulletin - August - LinkedIn,https://www.linkedin.com/pulse/unit-42-threat-intel-bulletin-august-unit42-1c
